2022-12-10,21,3,57,3.2,92,3.2.2.0,KONSUMSI MEETING INTERNAL KORDINASI ID 208 P.KHAMID,UMUM,99400,[3.2.2.0] Jamuan IN-ternal
2022-12-13,20,2,55,2.2,85,2.2.2.0,PULSA PAK EKO 081357999479,UMUM,100000,[2.2.2.0] Komunikasi (Telepon, Internet, CCTV)
2022-12-15,20,2,55,2.2,88,2.2.4.0,CUCI MOBIL RUSH B2853 UKZ P KHAMID,UMUM,110000,[2.2.4.0] Transportasi
2022-12-16,21,3,57,3.2,91,3.2.1.0,PEMBUATAN BANNER SOSIALISASI PEKERJAAN ERECTION BAJA P.KHAMID,KANTOR,3250000,[3.2.1.0] Jamuan EX-ternal
2022-12-09,20,2,55,2.2,88,2.2.4.0,TOP UP MANDIRI 603292521972560 EXPANDER B 2295 UKX  OPERASIONAL KE CIKANDE EKO ,UMUM,200000,[2.2.4.0] Transportasi
2022-12-12,20,2,55,2.2,88,2.2.4.0,TOP UP MANDIRI 6032982521972560 EXPANDER B 2295 UKX   OPERASIONAL KE CIKANDE EKO,UMUM,200000,[2.2.4.0] Transportasi
2022-12-11,20,2,55,2.2,88,2.2.4.0,TOP UP MANDIRI 6032982521972560 EXPANDER B 2295 UKX OEPRASIONAL KE KANTOR EKO,UMUM,100000,[2.2.4.0] Transportasi
2022-12-15,21,3,57,3.2,92,3.2.2.0,KONSUMSI TEAM PASANG KAMERA P KHAMID ,UMUM,75700,[3.2.2.0] Jamuan IN-ternal
2022-12-09,20,2,55,2.2,88,2.2.4.0,ISI ANGIN NITROGEN EXPANDER B 2295 UKX EKO,UMUM,20000,[2.2.4.0] Transportasi
2022-12-08,20,2,55,2.2,87,2.2.3.0,UANG KEBERSIHAN MESS STAF EKO,KANTOR,50000,[2.2.3.0] Household (RTK)
2022-12-09,21,3,57,3.2,92,3.2.2.0,KONSUMSI DISMANTLE GENTRY 208 EKO,UMUM,102000,[3.2.2.0] Jamuan IN-ternal
2022-12-11,21,3,57,3.2,92,3.2.2.0,KONSUMSI PEKERJAAN LOKASI ID 208,KANTOR,120000,[3.2.2.0] Jamuan IN-ternal
2022-12-17,20,2,55,2.2,88,2.2.4.0,PARFUM MOBIL EXPANDER B 2295 UKX EKO,UMUM,38500,[2.2.4.0] Transportasi
2022-12-17,20,2,55,2.2,88,2.2.4.0,CUCI MOBIL EXPANDER B 2295 UKX EKO,UMUM,30000,[2.2.4.0] Transportasi
2022-12-17,20,2,55,2.2,88,2.2.4.0,SPBU  3413809 EXPANDER B 2295 UKX OPERASIONAL KE 128 DAN KANTOR EKO ,128,200000,[2.2.4.0] Transportasi
2022-12-16,20,2,55,2.2,88,2.2.4.0,SPBU 3313801 EXPANDER B 2295 UKX OPERASIONAL KE 128 EKO ,128,100000,[2.2.4.0] Transportasi
2022-12-15,20,2,55,2.2,88,2.2.4.0,TOP UP MANDIRI 6032982835079045 EXPANDER B 2295 UKX  OPERASIONAL DARI KANTOR KE 128 EKO ,128,100000,[2.2.4.0] Transportasi
2022-12-17,20,2,55,2.2,88,2.2.4.0,TOP UP MANDIRI 603298521972560 EXPANDER B 295 UKX OPERASIONAL KE 128 EKO,128,100000,[2.2.4.0] Transportasi
2022-12-15,20,2,55,2.2,88,2.2.4.0,TOP UP MANDIRI 6032982835078948 RUSH B 6020 UOB OPERASIONAL PASANG CCTV KE 128,128,400000,[2.2.4.0] Transportasi
2022-12-17,20,2,55,2.2,88,2.2.4.0,SPBU 3412307 RUSH 6020 UOB OPERASIONAL ERECTION 208 P.MEKO,208,250000,[2.2.4.0] Transportasi
2022-12-15,20,2,55,2.2,88,2.2.4.0,SPBU 3414307 RUSH B 6020 UOB OPERASIONAL KE CIKANDE P.MEKO,UMUM,300000,[2.2.4.0] Transportasi
2022-12-17,21,3,57,3.2,92,3.2.2.0,KORDINASI KOMANDAN PJR JORR GANTRY 208 P.MEKO,208,1000000,[3.2.2.0] Jamuan IN-ternal
2022-12-13,21,3,57,3.2,92,3.2.2.0,PEMBAYARAN NASI TUMPENG SELAMATAN DI AREA ID 128 P.KHAMID,128,500000,[3.2.2.0] Jamuan IN-ternal
2022-12-17,21,3,57,3.2,92,3.2.2.0,KONSUMSI MEETING KORDINASI ERECTION 208 P.KHAMID,208,384000,[3.2.2.0] Jamuan IN-ternal
