2023-01-20,20,2,55,2.2,88,2.2.4.0,TOP UP MANDIRI 6032982521972560 EXPANDER B2295UKX OPERASIONAL LAPANGAN EKO,UMUM,100000,[2.2.4.0] Transportasi
2023-01-20,19,1,53,1.3,78,1.3.2.0,SPBU 3313801 EXPANDER B2295UKX OPERASIONAL LAPANGAN EKO,UMUM,200000,[1.3.2.0] Bensin
2023-01-24,20,2,55,2.2,87,2.2.3.0,INDOCAFE COFFEMIX 1 PAK KANTOR,UMUM,125000,[2.2.3.0] Household (RTK)
2023-01-24,20,2,55,2.2,87,2.2.3.0,GULA PASIR 2 KG @14000 KANTOR,UMUM,28000,[2.2.3.0] Household (RTK)
2023-01-24,20,2,55,2.2,87,2.2.3.0,TEH SOSRO CELUP 2 KOTAK @5500 KANTOR,UMUM,11000,[2.2.3.0] Household (RTK)
2023-01-25,21,3,57,3.2,92,3.2.2.0,BELI KONSUMSI GORENGAN UNTUK MEETING INTERNAL KANTOR,KANTOR,85000,[3.2.2.0] Jamuan IN-ternal
2023-01-27,21,3,57,3.2,92,3.2.2.0,BELI NASI BUNGKUS PADANG 12 @18000 UNTUK METTING INTERNAL KANTOR ,KANTOR,216000,[3.2.2.0] Jamuan IN-ternal
2023-01-20,23,5,59,5.1,99,5.1.2.0,PASIR ZEBROT 8 EMBER ID 128 EKO,128,43000,[5.1.2.0] Pasir
2023-01-20,23,5,59,5.1,98,5.1.1.0,SEMEN 4 KANTONG ID 128 EKO,128,20000,[5.1.1.0] Semen
2023-01-20,23,5,59,5.1,108,5.1.11.0,PAKU BETON 10M ID 128 EKO,128,30000,[5.1.11.0] Paku
2023-01-20,23,5,59,5.1,108,5.1.11.0,PAKU BETON 3M ID 128 EKO,128,10000,[5.1.11.0] Paku
2023-01-18,19,1,53,1.3,76,1.3.1.0,SPBU 3414307 INOVA W1912O OPERASIONAL PAK IVAN,UMUM,300000,[1.3.1.0] Solar
2023-01-25,20,2,55,2.2,88,2.2.4.0,TIKET PESAWAT BOBBY.N CGK-PDG (CUTI),UMUM,1400380,[2.2.4.0] Transportasi
2023-01-28,20,2,55,2.2,88,2.2.4.0,TOLL DAN PARKIR W1912O PERIODE JANUARI 2023 PAK IVAN,UMUM,3500000,[2.2.4.0] Transportasi
2023-01-28,20,2,55,2.2,87,2.2.3.0,CLEANING SERVICE PERIODE JANUARI 2023 PAK IVAN,UMUM,800000,[2.2.3.0] Household (RTK)
2023-01-29,20,2,55,2.2,88,2.2.4.0,TOP UP MANDIRI 6032982835078948 RUSH B2060UOB P.MEKO,UMUM,400000,[2.2.4.0] Transportasi
2023-01-28,19,1,53,1.3,78,1.3.2.0,SPBU 3414301 EXPANDER B2853UKX OPERASIONAL LAPANGAN EKO ,UMUM,300000,[1.3.2.0] Bensin
2023-01-28,20,2,55,2.2,88,2.2.4.0,TOP UP BCA 0145200401493079 OPERASIONAL LAPANGAN P KHAMID,UMUM,200000,[2.2.4.0] Transportasi
