2023-01-29,21,3,57,3.2,91,3.2.1.0,UNTUK KORDINASI DENGAN PENGURUSAN IJIN KERJA HK ID 208 (P.WAHYU) P.KHAMID,208,1000000,[3.2.1.0] Jamuan EX-ternal
2023-01-29,21,3,57,3.2,91,3.2.1.0,UNTUK KORDINASI DAN PENGURUSAN IJIN KERJA DAN JSA ID 208 (P.EKO) P.KHAMID P.KHAMID,208,1000000,[3.2.1.0] Jamuan EX-ternal
2023-01-28,21,3,57,3.2,91,3.2.1.0,UNTUK KORDINASI DENGAN TEAM PATROLI DARI HK ID 208 (1 MOBIL) P.KHAMID,208,500000,[3.2.1.0] Jamuan EX-ternal
2023-01-28,21,3,57,3.2,91,3.2.1.0,UNTUK KORDINASI DENGAN TEAM HK(P.WAHYU) DAN PENGURUSAN SIB ID 208 P.KHAMID,208,1000000,[3.2.1.0] Jamuan EX-ternal
2023-01-28,21,3,57,3.2,91,3.2.1.0,PEMBUATAN SEPANDUK UNTUK 208 PEKERJAAN INSTALASI KAMERA P KHAMID,208,3250000,[3.2.1.0] Jamuan EX-ternal
2023-01-29,21,3,57,3.2,91,3.2.1.0,UNTUK KORDINASI DENGAN KEPALA DEVISI PJR AREA TOLL ROAD ID 208 P.KHAMID ,208,2000000,[3.2.1.0] Jamuan EX-ternal
2023-01-29,21,3,57,3.2,91,3.2.1.0,UNTUK KORDINASI DENGAN TEAM HK ID 208 (P.SARYAN) P.KHAMID,208,500000,[3.2.1.0] Jamuan EX-ternal
2023-01-29,21,3,57,3.2,91,3.2.1.0,UNTUK KORDINASI MOBIL PATROLI TEAM HK DAN TEAM PJR ID 208 P.KHAMID,208,1500000,[3.2.1.0] Jamuan EX-ternal
2023-01-28,21,3,57,3.2,91,3.2.1.0,UNTUK KORDINASI DENGAN KANIT PJR HK ID 208 P.KHAMID,208,500000,[3.2.1.0] Jamuan EX-ternal
2023-01-28,21,3,57,3.2,91,3.2.1.0,UNTUK KORDINASI PEKERJAAN ID 208 P.EKO DAN PENGURUS JSA P.KHAMID,208,1000000,[3.2.1.0] Jamuan EX-ternal
2023-01-28,21,3,57,3.2,91,3.2.1.0,UNTUK KORDINASI DENGAN TEAM LAPANGAN (P.SARYAN) P.KHAMID,208,500000,[3.2.1.0] Jamuan EX-ternal
2023-01-28,21,3,57,3.2,91,3.2.1.0,UNTUK KORDINASI DENGAN PATROLI PJR 1 MOBIL P.KHAMID,208,500000,[3.2.1.0] Jamuan EX-ternal
2023-01-30,20,2,55,2.2,343,2.2.6.0,AQUA GALON KANTOR 4 @19000 KANTOR,UMUM,76000,[2.2.6.0] Air Minum (RTK)
2023-01-25,19,1,53,1.3,78,1.3.2.0,SPBU 3414413 RUSH B2853UKZ OPERASIONAL LAPANGAN P.TATANG,UMUM,100000,[1.3.2.0] Bensin
2023-01-29,20,2,55,2.2,88,2.2.4.0,TOP UP MANIDIRI 6032982835079045 OPERASIONAL LAPANGAN P.TATANG,UMUM,100000,[2.2.4.0] Transportasi
2023-01-28,19,1,53,1.3,78,1.3.2.0,SPBU 3414307 RUSH B2060OUB OPERASIONAL LAPANGAN KE JAGORAWI 208 P.TATANG,208,200000,[1.3.2.0] Bensin
2023-01-31,19,1,53,1.3,78,1.3.2.0,PARKIR GEDUNG 3 MOBIL DAN 1 MOTOR UNTUK BULAN FEBRUARI,UMUM,1050000,[1.3.2.0] Bensin
2023-01-29,21,3,57,3.2,92,3.2.2.0,KONSUMSI STAFF LAPANGAN PENGERJAAN DI 208 P.MEKO,208,250000,[3.2.2.0] Jamuan IN-ternal
