2022-12-02,20,2,55,2.2,88,2.2.4.0,SPBU 3415138/ RUSH B 6020 /OPRASIONAL  P TATANG P MEKO,UMUM,100000,[2.2.4.0] Transportasi
2022-12-02,20,2,55,2.2,88,2.2.4.0,TOP UP BCA 0145200401493079 /B 2060 UOB OPRASIONAL  KECIKANDE  P MEKO,UMUM,500000,[2.2.4.0] Transportasi
2022-12-05,20,2,55,2.2,88,2.2.4.0,SPBU 3414413 / RUSH B 2859 UKZ OPRASIONAL P.KHAMID,UMUM,300000,[2.2.4.0] Transportasi
2022-12-07,20,2,55,2.2,88,2.2.4.0,TOP UP BCA 0145200401493079/RUSH B 2853 UKZ OPRASIONAL P.KHAMID,UMUM,500000,[2.2.4.0] Transportasi
2022-12-07,20,2,55,2.2,88,2.2.4.0,SPBU 3414305 /BEAT B 3427 TZX OPRASIONAL BELI PERLENGKAPAN KANTOR P.TONO/OB,UMUM,20000,[2.2.4.0] Transportasi
2022-12-08,20,2,55,2.2,88,2.2.4.0,TOP UP MANDIRI 6032982521972560, EXPANDER B 2295 UKX  OPRASIONAL KE CIKANDE P EKO,UMUM,100000,[2.2.4.0] Transportasi
2022-12-01,20,2,55,2.2,88,2.2.4.0,TOP UP MANDIRI 6032982521972560, EXPANDER B 2295 UKX OPRASIONAL P.EKO KE 128,128,100000,[2.2.4.0] Transportasi
2022-12-02,20,2,55,2.2,88,2.2.4.0,TOP UP BCA 0145000628793040 EXPANDER B 2295 UKX OPRASIONAL P EKO KE 128,128,100000,[2.2.4.0] Transportasi
2022-12-07,20,2,55,2.2,88,2.2.4.0,TOP UP BCA 0145000628793040 EXPANDER B 2295 UKX OPRASIONAL P EKO KE 128,128,100000,[2.2.4.0] Transportasi
2022-12-06,20,2,55,2.2,88,2.2.4.0,SPBU 3313801 EXPANDER B 2295 UKX OPRASIONAL DARI MESS KE KANTOR SUNTER MEETING P ALI,UMUM,100000,[2.2.4.0] Transportasi
2022-12-01,20,2,55,2.2,88,2.2.4.0,SPBU 33135801 EXPANDER B 2295 UKX OPRASIONAL KE CIBUBUR BELI MATERIAL UNTUK 128 P EKO,128,200000,[2.2.4.0] Transportasi
2022-12-02,20,2,55,2.2,88,2.2.4.0,SPBU 3313801 EXPANDER B 2295 UKX OPRASIONAL BELI KASUR MESS P EKO,UMUM,200000,[2.2.4.0] Transportasi
2022-12-04,20,2,55,2.2,88,2.2.4.0,SPBU 3313801 EXPANDER B 2295 UKX OPRASIONAL KE 128 DAN KANTOR P EKO ,128,200000,[2.2.4.0] Transportasi
2022-12-06,20,2,55,2.2,88,2.2.4.0,SPBU 3414413 EXPANDER B 2295 UKX OPRASIONAL KE 128 P EKO ,128,200000,[2.2.4.0] Transportasi
2022-12-06,20,2,55,2.2,88,2.2.4.0,TOP UP MANDIRI 6032984083870265 EXPANDER B 2295 UKX OPERASIONAL MESS KE KANTOR MEETING P ALI ,UMUM,50000,[2.2.4.0] Transportasi
2022-12-04,20,2,55,2.2,88,2.2.4.0,TOP UP BCA 0145000628793040 EXPANDER B 2295 UKX OPERASIONAL KE 128 DAN KANTOR P EKO,128,100000,[2.2.4.0] Transportasi
2022-12-08,20,2,55,2.2,88,2.2.4.0,SPBU 3313801 EXPANDER B 2295 UKX OPERASIONAL KE KANTOR DAN CIKANDE P EKO ,UMUM,200000,[2.2.4.0] Transportasi
2022-12-01,23,5,63,5.5,134,5.5.4.0,PEMBELIAN MATERIAL SIKA CRETE 08SCC 35 KG 4 PCS P ALI,128,659990,[5.5.4.0] Electrical Lain-lain
2022-12-01,23,5,63,5.5,134,5.5.4.0,PEMBELIAN MATERIAL SIKA CIM BONDING AGENT TRAY 900ML  1 PCS P ALI,128,69900,[5.5.4.0] Electrical Lain-lain
2022-12-01,23,5,63,5.5,134,5.5.4.0,PEMBELIAN MATERIAL RYOBI SDS BIT 4-EDGE 14X210MM 1 PCS P ALI,128,132090,[5.5.4.0] Electrical Lain-lain
