2022-12-10,21,3,57,3.2,91,3.2.1.0,KOORDINASI DENGAN TEAM HK /P.KHAMID,KANTOR,2000000,[3.2.1.0] Jamuan EX-ternal
2022-12-10,20,2,55,2.2,89,2.2.5.0,OBAT P.KHAMID,UMUM,43000,[2.2.5.0] SAFETY (Tools, Equipment, Medical Check, etc)
2022-12-11,20,2,55,2.2,89,2.2.5.0,SAFETY VEST W TWO EFLECTIVE/ROMPI METALCOM P.KHAMID,208,103800,[2.2.5.0] SAFETY (Tools, Equipment, Medical Check, etc)
2022-12-12,20,2,55,2.2,88,2.2.4.0,TOP UP BCA 0145200401493079 OPERASIONAL RUSH B2853UKZ P.KHAMID,UMUM,500000,[2.2.4.0] Transportasi
2022-12-09,20,2,55,2.2,88,2.2.4.0,SPBU 3411405 RUSH B2853UKZ OPERASIONAL PAK KHAMID,UMUM,200000,[2.2.4.0] Transportasi
2022-12-12,20,2,55,2.2,88,2.2.4.0,SPBU 3414413 RUSH B2853UKZ OPERASIONAL P KHAMID,UMUM,100000,[2.2.4.0] Transportasi
2022-12-12,20,2,55,2.2,88,2.2.4.0,SPBU 3415606 RUSH B2853UKZ OPERASIONAL PAK KHAMID,UMUM,200000,[2.2.4.0] Transportasi
2022-12-05,20,2,55,2.2,88,2.2.4.0,SPBU 3313801 RUSH B2853UKZ OPERASIONAL PAK KHAMID CEK LOKASI ID 128 DAN 208,UMUM,200000,[2.2.4.0] Transportasi
2022-12-11,21,3,57,3.2,92,3.2.2.0,KONSUMSI KORDINASI MEETING DG TEAM HK P KHAMID,208,273000,[3.2.2.0] Jamuan IN-ternal
2022-12-11,21,3,57,3.2,92,3.2.2.0,KONSUMSI MEETING ERECTION/BONGKAR GANTRY 208 P KHAMID,208,162000,[3.2.2.0] Jamuan IN-ternal
2022-12-10,21,3,57,3.2,92,3.2.2.0,KONSUMSI LEMBUR ERECTION 208 P KHAMID,208,151000,[3.2.2.0] Jamuan IN-ternal
2022-12-10,21,3,57,3.2,92,3.2.2.0,KONSUMSI ENTERTAIN MK CEK ID 208 P.KHAMID,208,145000,[3.2.2.0] Jamuan IN-ternal
2022-12-06,21,3,57,3.2,92,3.2.2.0,KONSUMSI PEKERJAAN  DI GANTRY 208 P MEKO,208,50000,[3.2.2.0] Jamuan IN-ternal
2022-12-11,21,3,57,3.2,91,3.2.1.0,SENTIF POS KEAMANAN BONGKARAN 208/P MEKO,208,50000,[3.2.1.0] Jamuan EX-ternal
2022-12-11,21,3,57,3.2,91,3.2.1.0,INSENTIF FORKLIP PENURUNAN 208/P MEKO,208,30000,[3.2.1.0] Jamuan EX-ternal
2022-12-11,21,3,57,3.2,91,3.2.1.0,INSENTIF POS KEAMANAN PENURUNAN DI ID 208/P MEKO,208,50000,[3.2.1.0] Jamuan EX-ternal
2022-12-11,20,2,55,2.2,88,2.2.4.0,SPBU 3415607 RUSH B2060UOB OPERASIONAL KE CIKANDE 208 P MEKO,208,300000,[2.2.4.0] Transportasi
2022-12-12,20,2,55,2.2,88,2.2.4.0,TOP UP MANDIRI 6032982835079045 RUSH B 2060 UOB OPRASIONAL KE CIKANDE 208 P.MEKO,208,500000,[2.2.4.0] Transportasi
2022-12-13,20,2,55,2.2,88,2.2.4.0,GRAB ONLAIN KE ID 128 PERSIAPAN ERECTION P.KHAMID,   128,177500,[2.2.4.0] Transportasi
2022-12-13,20,2,55,2.2,88,2.2.4.0,SPBU 3415607 RUSH 2853UKZ OPERASIONAL PAK KHAMID KE CIKANDE,UMUM,200000,[2.2.4.0] Transportasi
2022-12-12,20,2,55,2.2,88,2.2.4.0,SPBU 3413413 BEAT B3427TZX PAK TONO/OB OPRASIONAL KE TOKO PEMBELIAN BARANG PESENAN PAK IVAN,UMUM,20000,[2.2.4.0] Transportasi
2022-12-02,20,2,55,2.2,87,2.2.3.0,KIPAS ANGIN  2 MESS CEGER BARU .P.EKO,UMUM,450000,[2.2.3.0] Household (RTK)
2022-12-02,20,2,55,2.2,87,2.2.3.0,KOMPOR GAS DAN REGULATOR MESS CEGER BARU P.EKO,UMUM,380000,[2.2.3.0] Household (RTK)
2022-12-12,20,2,55,2.2,88,2.2.4.0,SEPATU SEFTY PAK BOBBY ,UMUM,300000,[2.2.4.0] Transportasi
